idPNMain,PNG,Name,RAJ2000,DECJ2000,MajDiam,MinDiam
2150,002.4-03.4,"PHR J1804-2833",18:04:55.4,-28:33:07.88,16.0,15.0
2151,002.4-02.6,"PHR J1801-2809",18:01:45.3,-28:09:36.97,43.0,41.0
2152,002.4+07.0,"PHR J1724-2302",17:24:53.2,-23:02:34.04,13.0,13.0
2153,002.4+01.1,"PHR J1746-2611",17:46:52.0,-26:11:50.10,36.0,13.0
2154,002.4+02.1,"PHR J1743-2541",17:43:13.1,-25:41:38.83,13.0,11.0
2155,002.5+04.8,"PPA J1733-2415",17:33:22.1,-24:15:04.32,46.0,
2156,002.5+01.9,"PHR J1744-2545",17:44:00.3,-25:45:35.93,14.5,11.0
2157,002.5+04.9,"PHR J1732-2408",17:32:58.2,-24:08:45.17,31.0,31.0
2159,002.6-03.1,"PHR J1804-2816",18:04:13.1,-28:16:11.93,13.0,13.0
2160,002.6+04.8,"PHR J1733-2407",17:33:37.8,-24:07:46.20,15.0,15.0
2161,002.6+02.3,"PHR J1742-2525",17:42:52.1,-25:25:42.85,11.5,9.5
2163,002.6-02.8,"PHR J1803-2804",18:03:08.5,-28:04:14.88,19.0,17.0
2165,002.7+03.8,"PHR J1737-2435",17:37:32.0,-24:35:41.10,18.0,12.0
2167,002.7-03.7,"PHR J1806-2824",18:06:32.1,-28:24:27.11,12.0,12.0
2168,002.7-02.4,"PPA J1801-2746",18:01:32.4,-27:46:07.00,11.5,8.5
2169,002.8-10.7,"PHR J1835-3135",18:35:33.6,-31:35:44.38,15.0,13.0
2170,002.8-04.1,"PHR J1808-2835",18:08:27.8,-28:35:37.00,16.0,14.0
2171,002.9-03.0,"PHR J1804-2757",18:04:17.3,-27:57:16.92,37.0,22.0
2172,002.9-10.2,"PHR J1833-3115",18:33:42.8,-31:15:42.95,25.0,25.0
2174,002.9-03.3,"PHR J1805-2804",18:05:44.4,-28:04:45.91,49.0,28.0
2175,002.9-07.0,"PPA J1820-2948",18:20:35.5,-29:48:48.60,11.0,10.0
2176,003.0-05.0,"PHR J1812-2848",18:12:23.4,-28:48:09.90,14.0,14.0
2177,003.0-01.7,"PHR J1759-2712",17:59:33.2,-27:12:49.82,76.0,56.0
2178,003.1-01.6,"PHR J1759-2706",17:59:25.91,-27:06:18.6,57.5,
2179,003.1+03.7,"PHR J1738-2419",17:38:51.7,-24:19:44.11,25.0,21.0
2180,003.1+05.2,PHR1733-2327,17:33:07.0,-23:28:00.26,14.0,11.0
2182,003.1-02.1,"PHR J1801-2718",18:01:24.86,-27:18:11.0,38.1,35.1
2183,003.3-03.3,"PHR J1806-2747",18:06:28.0,-27:47:15.79,21.0,18.0
2184,003.3-04.4,"PPA J1810-2813",18:10:36.1,-28:13:46.78,10.5,10.5
2185,003.3-01.6,"PHR J1759-2651",17:59:55.3,-26:51:49.03,11.0,7.0
2186,003.4-01.8,"PHR J1800-2653",18:00:42.3,-26:53:36.85,12.0,11.0
2187,003.4+01.4,"PHR J1748-2515",17:48:15.5,-25:15:14.04,18.0,12.0
2188,003.4+04.3,"PHR J1737-2341",17:37:09.0,-23:41:23.96,16.0,14.0
2190,003.5+02.7,"PHR J1743-2431",17:43:39.22,-24:31:54.0,32.0,31.0
2191,003.5-02.9,"MPA J1805-2721",18:05:13.1,-27:21:07.88,18.0,18.0
2192,003.5+04.5,"PHR J1736-2330",17:36:36.5,-23:30:20.88,13.0,10.0
2195,003.5-02.3,"PHR J1803-2702",18:03:09.8,-27:02:45.85,32.0,26.0
2196,003.6-03.0,"PHR J1805-2723",18:05:57.8,-27:23:08.99,22.0,14.5
2198,003.6-02.8,"MPA J1805-2712",18:05:03.2,-27:12:32.98,30.0,30.0
2199,003.6-06.6,"BMP J1820-2900",18:20:16.8,-29:00:45.47,77.0,74.0
2200,003.6+02.7,"PHR J1743-2424",17:43:49.4,-24:24:02.52,22.0,17.0
2202,003.7+00.5,"PHR J1752-2527",17:52:08.6,-25:27:47.92,12.0,11.5
2204,003.8-03.2,"PHR J1807-2715",18:07:15.0,-27:15:51.23,17.0,17.0
2207,003.9+02.1,"PHR J1746-2426",17:46:39.00,-24:26:27.3,34.5,
2208,003.9+06.1,"PHR J1731-2216",17:31:43.0,-22:16:36.84,37.0,19.0
2209,004.0+02.6,"PHR J1744-2406",17:44:46.3,-24:06:58.90,19.0,18.0
2210,004.0-02.7,"PPA J1805-2649",18:05:26.3,-26:49:02.93,19.0,6.0
2211,004.0-02.6,"PHR J1804-2645",18:04:59.5,-26:45:16.88,24.5,13.2
2213,004.0-02.5,"PHR J1804-2643",18:04:58.9,-26:42:34.99,17.0,10.5
2214,004.1+07.8,"PHR J1726-2117",17:26:12.3,-21:17:55.00,11.0,7.0
2216,004.1-03.0,"PHR J1806-2652",18:06:56.0,-26:52:54.01,20.0,10.0
2218,004.1+01.7,"PPA J1748-2427",17:48:32.3,-24:27:10.04,11.2,
2219,004.2+02.0a,"MPA J1747-2414",17:47:38.0,-24:14:26.45,27.0,25.0
2220,004.2-02.5,"PHR J1805-2631",18:05:20.05,-26:31:44.8,10.5,9.0
2221,004.3+01.8a,"PHR J1748-2417",17:48:33.0,-24:17:36.02,14.0,13.0
2224,004.4-03.8,"PPA J1810-2700",18:10:30.9,-27:00:17.82,17.0,8.0
2225,004.4-03.1,"PHR J1807-2637",18:08:00.2,-26:37:38.03,25.5,23.5
2227,004.6+06.1,"PHR J1733-2151",17:33:33.0,-21:51:23.00,30.0,20.0
2228,004.6+01.8,"BMP J1749-2356",17:49:14.7,-23:56:41.89,30.0,22.0
2230,004.8+05.7,"PHR J1735-2146",17:35:17.0,-21:46:29.89,44.0,42.0
2231,004.8-00.5,"PHR J1759-2501",17:59:04.9,-25:01:48.83,88.0,62.0
2232,004.8-04.6,"PHR J1814-2659",18:14:48.2,-26:59:12.80,21.0,20.0
2234,004.9+03.4,"PHR J1744-2254",17:44:17.1,-22:54:56.95,17.0,17.0
2236,005.0+02.2,"PHR J1748-2326",17:48:46.0,-23:26:26.99,13.0,8.0
2237,005.1+03.2,"PHR J1745-2254",17:45:17.0,-22:54:57.89,17.0,16.0
2238,005.1+02.6,"PHR J1747-2311",17:47:30.7,-23:11:49.02,23.0,17.0
2239,005.2-10.8,"PPA J1840-2931",18:40:50.6,-29:31:23.20,17.0,16.5
2242,005.2-02.4a,"PHR J1807-2535",18:07:03.3,-25:35:42.90,27.0,25.0
2243,005.3-02.0,"PHR J1805-2520",18:05:28.1,-25:20:25.98,16.0,14.0
2244,005.4+04.0,"PHR J1742-2214",17:42:54.7,-22:14:15.97,16.5,11.5
2245,005.4-03.4,"PHR J1811-2557",18:11:20.4,-25:57:19.80,69.0,59.0
2246,005.4+05.4,"PHR J1737-2126",17:37:41.5,-21:26:26.38,33.0,31.0
2247,005.5-00.8,"PPA J1801-2437",18:01:25.2,-24:37:10.02,14.5,10.0
2249,005.8+02.2b,"MPA J1750-2248b",17:50:26.4,-22:48:51.70,14.0,5.0
2251,005.8-09.2,"PPA J1835-2811",18:35:21.0,-28:11:52.08,11.0,11.0
2252,005.9-09.8,"CGMW 4-2031",18:37:54.6,-28:27:31.21,49.0,35.0
2253,006.0+05.6,"PHR J1738-2052",17:38:25.7,-20:52:17.94,19.0,18.0
2254,006.0+01.2,"PHR J1754-2309",17:54:44.8,-23:09:07.06,17.0,11.0
2255,006.1+01.5,"PHR J1753-2254",17:53:45.3,-22:54:01.19,25.0,17.0
2256,006.1+03.9,"PHR J1745-2141",17:45:06.5,-21:41:57.12,19.0,16.0
2257,006.1+03.5,"PHR J1746-2150",17:46:13.4,-21:50:49.16,18.0,16.0
2258,006.1-02.1,"PPA J1807-2439",18:07:40.9,-24:39:20.20,15.5,14.0
2260,006.2+06.9,"PHR J1734-2000",17:34:13.7,-20:00:50.54,20.0,19.0
2261,006.2-09.1,"CGMW 4-1723",18:35:44.6,-27:51:21.06,23.0,21.0
2263,006.3+01.7,"PHR J1753-2234",17:53:28.3,-22:34:22.98,72.0,63.0
2264,006.3-04.6,"PPA J1818-2541",18:18:01.5,-25:41:03.08,16.0,15.0
2265,006.4-03.4,"PHR J1813-2505",18:13:27.0,-25:05:52.04,32.0,22.0
2266,006.4-05.5,"PHR J1821-2601",18:21:46.2,-26:01:45.16,23.0,20.0
2267,006.5-03.9,"PHR J1815-2513",18:15:23.8,-25:13:44.76,30.0,24.0
2268,006.5+08.7,"PHR J1728-1844",17:28:14.0,-18:44:31.06,51.0,43.0
2269,006.5+04.3,"PHR J1744-2103",17:44:10.8,-21:03:02.52,36.0,
2270,006.6-04.7,"PHR J1818-2531",18:18:50.7,-25:31:35.98,16.0,16.0
2271,006.7+03.2,"MPA J1749-2127",17:49:02.4,-21:28:06.49,21.0,15.0
2272,006.8-07.5,"PPA J1830-2637",18:30:28.3,-26:37:18.01,13.2,
2274,006.9-05.1,"MPA J1820-2524",18:20:57.7,-25:24:22.43,21.0,16.0
2275,007.1+07.4,"PHR J1734-1901",17:34:30.32,-19:01:01.0,28.0,18.0
2276,007.1-05.0,"PHR J1820-2510",18:20:58.8,-25:10:18.01,22.0,19.0
2277,007.1-04.7,"PPA J1819-2502",18:19:58.9,-25:02:21.26,17.0,9.0
2278,007.2+04.9,"PHR J1743-2013",17:43:34.0,-20:13:55.78,20.0,14.0
2279,007.2+03.4,"PHR J1749-2101",17:49:13.8,-21:01:43.36,17.0,17.0
2280,007.2-08.1,"PHR J1833-2632",18:33:21.5,-26:32:28.00,28.0,28.0
2282,007.2-03.6,"MPA J1816-2427",18:16:00.2,-24:27:33.98,12.0,10.0
2283,007.3+07.8,"PHR J1733-1836",17:33:15.9,-18:36:16.13,35.0,35.0
2284,007.3+01.7,"PHR J1755-2142",17:55:34.7,-21:42:38.09,17.0,15.0
2285,007.3-10.1,"PHR J1841-2716",18:41:54.8,-27:16:42.56,15.0,13.0
2286,007.4+01.7,"PHR J1755-2140",17:55:42.5,-21:40:18.48,20.0,14.0
2287,007.4-04.6,"BMP J1820-2441",18:20:06.3,-24:41:23.93,59.0,55.0
2288,007.5-02.4,"PPA J1811-2337",18:11:40.5,-23:37:16.10,11.0,9.0
2289,007.5+02.7,"PHR J1752-2102",17:52:30.9,-21:02:04.92,15.5,15.0
2290,007.5-05.0,"BMP J1822-2449",18:22:10.4,-24:49:53.87,60.0,50.0
2291,007.6+02.0,"PHR J1755-2118",17:55:03.6,-21:18:38.12,15.0,15.0
2293,007.7-01.6,"PHR J1809-2303",18:09:12.7,-23:03:56.74,14.0,11.0
2294,007.7+03.9,"PHR J1748-2016",17:48:27.4,-20:16:30.86,11.0,11.0
2296,007.9+04.3,"PHR J1747-1957",17:47:15.5,-19:57:27.86,18.0,14.0
2297,007.9-12.5,"PHR J1852-2749",18:52:50.9,-27:49:08.80,22.0,22.0
2298,007.9+03.8,"PHR J1748-2009",17:48:58.2,-20:09:29.99,23.0,23.0
2299,007.9-04.1,"PPA J1819-2405",18:19:20.0,-24:05:04.34,16.0,13.5
2300,008.1+01.3,"PHR J1758-2112",17:58:40.6,-21:12:46.01,11.0,9.0
2301,008.3+07.1,"BMP J1738-1808",17:38:15.5,-18:08:26.16,47.0,44.0
2302,008.3+09.6,"PTB 26",17:29:13.28,-16:47:43.6,30.0,14.0
2303,008.3-05.3,"PHR J1824-2416",18:24:43.3,-24:16:30.83,21.0,20.0
2304,008.4-02.8,"PHR J1815-2300",18:15:13.0,-23:01:05.23,14.0,12.0
2305,008.4+01.7,"BMP J1757-2044",17:57:58.3,-20:44:54.02,34.0,31.0
2307,008.6+01.0,"PHR J1801-2057",18:01:01.1,-20:57:33.98,14.0,11.0
2308,008.7+01.8,"BMP J1758-2031",17:58:15.5,-20:31:37.13,35.0,32.0
2309,008.7-04.2,"PHR J1821-2324",18:21:08.9,-23:24:07.92,34.0,24.0
2311,009.0-02.4,"PHR J1814-2220",18:14:56.2,-22:20:36.92,13.0,10.0
2312,009.0-02.2,"PPA J1814-2214",18:14:12.1,-22:14:49.09,11.0,7.5
2313,009.1-02.7,"PHR J1816-2222",18:16:19.7,-22:22:49.26,24.0,19.0
2314,009.1-03.4,"PHR J1818-2239",18:18:58.8,-22:39:38.92,98.0,80.0
