idPNMain,PNG,Name,RAJ2000,DECJ2000,MajDiam,MinDiam
2423,024.1+01.1,"PHR J1831-0715",18:31:16.8,-07:15:22.28,19.0,15.0
2425,024.4-03.5,"PHR J1848-0912",18:48:32.7,-09:12:01.91,19.0,15.0
2426,024.4+00.9,"MPA J1832-0706",18:32:22.9,-07:06:57.31,11.9,
2427,024.4-03.3,"PHR J1848-0903",18:48:07.9,-09:03:07.78,53.0,27.0
2429,024.7+03.9,"PHR J1822-0529",18:22:27.2,-05:29:16.08,27.0,15.0
2431,025.4-09.2,"PHR J1911-1049",19:11:06.7,-10:49:17.29,30.0,27.0
2432,025.5-06.8,"MPA J1902-0940",19:02:37.5,-09:40:05.56,11.0,11.0
2434,025.6+01.1,"PHR J1833-0556",18:33:59.7,-05:56:07.04,41.0,22.0
2435,025.9+03.4,"PHR J1826-0435",18:26:17.6,-04:35:23.10,18.0,17.0
2436,026.0-01.0,"PHR J1842-0637",18:42:39.6,-06:37:01.24,24.0,
2437,026.0-09.4,"PHR J1913-1021",19:13:05.5,-10:21:10.12,24.0,16.0
2438,026.1-06.3,"PHR J1901-0855",19:01:54.9,-08:55:20.21,41.0,34.0
2439,026.2-03.4,"PHR J1851-0732",18:51:31.3,-07:32:29.15,45.0,35.0
2440,026.4+02.7,"PHR J1829-0431",18:29:34.2,-04:31:38.14,22.0,15.0
2441,026.7-01.2,"PHR J1844-0603",18:44:29.0,-06:03:25.02,15.0,13.0
2444,026.8-00.5,"PHR J1842-0539",18:42:18.2,-05:39:05.90,90.0,65.0
2446,026.9-00.7,"PHR J1843-0541",18:43:10.7,-05:41:49.09,48.0,39.0
2448,027.0+01.5,"PHR J1835-0429",18:35:11.6,-04:29:06.00,41.0,36.0
2450,027.5+01.0,"PHR J1838-0417",18:38:02.1,-04:17:24.11,15.0,13.0
2451,027.6-00.8,"PHR J1844-0503",18:44:45.6,-05:03:54.61,35.0,12.0
2452,027.7-02.1,"MPA J1849-0537",18:49:29.3,-05:37:36.08,11.0,8.0
2453,027.7+05.1,"PHR J1823-0214",18:23:47.5,-02:14:31.31,33.0,24.0
2454,027.7-00.6,"PHR J1844-0452",18:44:16.4,-04:52:53.51,38.0,38.0
2456,027.8+02.7,"PHR J1832-0317",18:32:31.2,-03:17:44.70,34.3,
2459,027.9-01.4,"PHR J1847-0507",18:47:28.51,-05:07:24.0,103.0,101.0
2460,028.5-01.4,"PHR J1848-0435",18:48:40.6,-04:35:54.31,44.0,42.0
2461,028.7-03.2,"PHR J1855-0510",18:55:19.4,-05:10:27.70,16.5,15.0
2462,028.8-00.2,"PHR J1845-0343",18:45:06.2,-03:43:36.41,51.0,30.0
2465,029.2-01.8,"PHR J1851-0408",18:51:12.2,-04:08:54.89,11.0,11.0
2466,029.3-01.2,"PHR J1849-0347",18:49:15.1,-03:46:58.19,76.0,41.0
2468,029.5+00.6,"PHR J1842-0246",18:42:57.0,-02:45:59.90,24.0,13.0
2469,029.8+00.5,"PHR J1843-0232",18:43:56.9,-02:32:07.98,61.0,54.0
2470,030.0-04.2,"PHR J1901-0429",19:01:14.6,-04:29:32.86,13.0,13.0
2471,030.0+00.0,"PHR J1846-0233",18:46:02.7,-02:33:08.03,36.0,31.0
2473,030.5-00.2,"PHR J1847-0215",18:47:47.4,-02:15:29.70,20.0,14.0
2476,031.6-01.5,"PHR J1854-0151",18:54:41.3,-01:51:15.41,21.0,15.0
2478,032.0+01.7,"PHR J1843+0002",18:43:45.1,00:02:21.80,13.5,12.5
2479,032.2-01.4,"PHR J1855-0116",18:55:16.9,-01:16:57.07,47.0,45.0
2481,032.5+01.5,"PHR J1845+0021",18:45:00.7,00:21:23.04,33.0,29.0
2485,032.5-00.3,"Te 7",18:51:47.5,-00:28:29.17,15.0,12.0
2491,033.4-06.9,"PHR J1917-0240",19:17:16.6,-02:40:25.97,16.0,15.0
2492,033.7-02.0a,"PHR J1900-0014",19:00:03.3,-00:14:01.21,48.0,35.0
2493,033.8+01.5,"PHR J1847+0132",18:47:45.4,01:32:47.00,51.0,37.0
2494,033.9-02.9,"PHR J1903-0027",19:03:43.4,-00:27:00.11,15.0,13.0
2498,034.7-06.2,"PHR J1917-0112",19:17:07.5,-01:12:25.09,20.0,
2499,035.5-00.4,"PHR J1857+0207",18:57:59.6,02:07:07.39,11.0,11.0
2500,035.6-04.2,"MPA J1911+0027",19:11:24.8,00:27:45.18,66.0,
2502,037.6-04.7,"BMP J1917+0200",19:17:07.3,02:00:10.15,76.0,64.0
2504,037.7-05.9,"PHR J1921+0136",19:21:20.9,01:36:14.18,16.0,16.0
2505,039.8-06.9,"PHR J1928+0253",19:28:51.3,02:53:55.00,40.6,
2506,209.1-08.2,"PHR J0615-0025",06:15:20.36,-00:25:49.5,104.0,102.0
2507,212.2-04.7,"PHR J0633-0135",06:33:09.6,-01:35:10.39,60.0,60.0
2508,212.6-00.0,"PHR J0650+0013",06:50:40.5,00:13:40.08,40.0,25.0
2510,214.6+02.9,"PHR J0704-0011",07:04:56.6,-00:11:14.93,14.0,14.0
2514,216.0+07.4,"PHR J0723+0036",07:23:48.3,00:36:31.50,80.0,60.0
2516,217.2+00.9,"PHR J0702-0324",07:02:34.4,-03:24:32.40,52.0,44.5
2517,219.1+03.0,"MPA J0713-0405",07:13:47.9,-04:05:07.80,66.0,55.0
2518,219.1-03.9,"PHR J0648-0719",06:48:43.1,-07:19:41.02,35.0,33.0
2520,221.0-01.4,"PHR J0701-0749",07:01:09.41,-07:49:23.9,67.0,66.0
2521,221.8-04.2,"PHR J0652-0951",06:52:19.4,-09:51:36.00,60.0,46.0
2523,222.5+07.6,"BMP J0736-0500",07:36:23.1,-05:00:20.27,88.0,55.0
2524,222.8-04.2,"PM 1-23",06:54:13.44,-10:45:38.3,27.0,16.0
2525,222.9-01.1,"PHR J0705-0924",07:05:51.5,-09:24:18.40,85.0,80.0
2526,223.1+01.4,"BMP J0715-0826",07:15:32.5,-08:26:49.06,30.0,28.0
2527,223.6-06.8,"PHR J0646-1235",06:46:25.4,-12:35:55.93,40.0,37.0
2529,224.3-03.4,"PHR J0700-1144",07:00:05.7,-11:43:48.61,49.0,47.0
2531,225.4+00.4,"PN We 2-37",07:16:08.14,-10:53:00.9,104.5,71.0
2532,225.5-02.5,"MPA J0705-1224",07:05:37.2,-12:24:51.91,20.0,20.0
2533,226.4-01.3,"PHR J0711-1238",07:11:44.4,-12:38:04.92,56.5,55.0
2535,227.2-03.4,"PHR J0705-1419",07:05:38.7,-14:19:03.68,15.0,15.0
2539,228.6+01.9,"PHR J0727-1259",07:27:49.0,-12:59:30.19,48.5,47.0
2540,229.0-08.7,"MPA J0649-1816",06:49:02.7,-18:16:37.92,12.0,9.0
2541,229.0+01.1,"PHR J0725-1347",07:25:43.9,-13:47:03.98,63.0,45.0
2542,229.3+00.0,"PHR J0722-1434",07:22:14.9,-14:34:49.01,93.0,60.0
2543,230.0+00.5,"PHR J0725-1457",07:25:23.6,-14:57:10.12,93.0,63.0
2545,232.1-00.1,"PHR J0727-1707",07:27:08.3,-17:07:14.05,44.0,31.5
2552,236.7-01.6,"PHR J0730-2151",07:30:46.9,-21:51:43.96,27.5,27.0
2553,236.8-00.4,"PHR J0735-2122",07:35:23.3,-21:22:42.17,60.0,57.0
2554,236.9+08.6,"PHR J0809-1650",08:09:01.4,-16:50:01.79,14.0,
2560,238.1-04.6,"PHR J0722-2431",07:22:14.3,-24:31:01.92,21.0,20.0
2563,240.6-07.7,"BMP J0715-2805",07:15:02.3,-28:05:43.73,19.0,19.0
2565,242.5-05.9,"PHR J0726-2858",07:26:04.8,-28:58:23.09,32.0,32.0
2566,242.6-04.4,"PHR J0732-2825",07:32:17.5,-28:25:17.40,32.0,18.0
2567,243.5-01.1,"PHR J0747-2729",07:47:21.4,-27:29:16.12,20.0,20.0
2568,244.2+06.2,"PHR J0816-2410",08:16:53.3,-24:10:55.96,93.0,35.0
2569,244.6-00.3,"PHR J0753-2803",07:53:10.0,-28:03:06.70,65.0,
2575,248.5+10.5,"PHR J0843-2514",08:43:19.8,-25:14:29.87,83.5,79.0
2576,249.0-01.1,"PHR J0800-3212",08:00:29.8,-32:12:32.2,12.0,12.0
2577,249.8-02.7,"PHR J0755-3346",07:55:56.5,-33:46:00.91,100.0,90.0
2579,250.3-05.4,"PHR J0745-3535",07:45:40.7,-35:35:20.47,56.0,46.5
2580,250.4-01.3,"NeVe 3-3",08:03:12.66,-33:31:02.0,60.0,50.0
2581,250.5-05.8,"PHR J0744-3553",07:44:34.1,-35:53:56.94,26.0,25.0
2582,250.5+01.9,"BMP J0816-3150",08:16:20.8,-31:50:59.42,44.0,44.0
2585,252.3-01.2,"PHR J0808-3504",08:08:30.9,-35:04:40.08,45.0,40.0
2586,252.4-08.7,"PHR J0736-3901",07:36:25.2,-39:01:30.90,28.0,25.5
2587,253.9+00.7,"MeWe 2-1",08:20:52.58,-35:16:32.2,21.0,
2588,254.1+00.5,"BMP J0820-3536",08:20:50.4,-35:36:01.30,12.0,10.0
2591,257.8-06.9,"PHR J0758-4243",07:58:26.3,-42:43:53.00,25.0,25.0
2593,258.4+02.3,"PHR J0840-3801",08:40:29.9,-38:01:26.00,42.5,35.0
2595,261.2-04.6,"PHR J0819-4423",08:19:19.7,-44:23:06.97,60.0,58.0
2596,261.9-05.3,"BMP J0818-4517",08:18:16.8,-45:17:57.16,57.0,22.0
2597,262.6-01.4,"PHR J0838-4340",08:38:25.4,-43:40:35.94,13.0,12.0
2601,265.4+04.2,"PHR J0911-4205",09:11:48.5,-42:05:09.89,30.0,28.0
2605,266.8-04.2,"PHR J0840-4842",08:40:22.3,-48:42:30.20,30.0,
2606,266.9-03.5,"MPA J0843-4821",08:43:53.7,-48:21:22.57,16.0,10.0
2607,267.0-04.4,"PHR J0839-4854",08:39:50.6,-48:54:19.12,21.5,15.5
2610,267.5+04.6,"PHR J0921-4322",09:21:31.8,-43:22:06.10,40.0,30.0
2611,268.2+03.1,"PHR J0918-4454",09:18:01.4,-44:54:39.24,47.0,29.0
2612,268.6+05.0,"PHR J0927-4347",09:27:28.6,-43:47:45.96,51.0,43.0
2614,269.3-00.8,"PHR J0905-4822",09:05:28.4,-48:22:56.14,28.0,19.0
2616,271.7-07.1,"PHR J0844-5419",08:44:11.8,-54:19:31.98,12.0,12.0
2617,271.7-07.1a,"PHR J0855-5310",08:55:21.1,-53:10:37.60,29.9,
2618,272.8+01.0,"PHR J0928-4936",09:28:40.97,-49:36:46.7,87.0,84.0
2619,273.2-00.3,"PHR J0924-5053",09:24:06.7,-50:53:25.01,27.0,16.0
2620,273.2-02.6,"PHR J0914-5232",09:14:08.5,-52:32:19.90,15.0,12.0
2621,273.5+08.7,"PHR J1001-4411",10:01:02.2,-44:11:07.22,61.0,58.0
2623,274.7-05.2,"PHR J0908-5522",09:08:02.1,-55:22:19.85,41.5,39.5
2625,274.8-05.7,"PHR J0905-5548",09:05:41.7,-55:48:54.18,50.0,43.0
2626,275.0+01.5,"PHR J0940-5042",09:40:40.9,-50:42:22.86,81.0,41.0
2627,275.1-03.5,"PHR J0918-5431",09:18:26.5,-54:31:37.02,40.0,37.5
2628,275.3-00.4,"PHR J0934-5223",09:34:17.2,-52:23:19.97,57.0,55.0
2629,275.6-00.5,"PHR J0935-5239",09:35:01.3,-52:39:18.14,86.0,53.5
2630,275.7-04.9,"PHR J0914-5555",09:14:03.5,-55:55:22.01,28.5,27.5
2631,276.1-11.9,"MPA J0835-6039",08:35:07.2,-60:39:42.62,21.0,17.0
2632,276.1-03.3,PHR0924-5506,09:24:15.1,-55:06:24.91,68.0,38.0
2635,276.5+03.1,"MPA J0954-5026",09:54:37.5,-50:26:56.94,11.0,10.0
2636,277.1+03.3,"MeWe 2-2",09:58:10.29,-50:39:33.0,27.5,27.0
2637,277.2-03.0,"PHR J0931-5535",09:31:26.0,-55:35:44.16,16.5,16.0
2639,277.4-00.7,"PHR J0943-5358",09:43:00.7,-53:58:27.48,15.1,
2640,277.5-01.9,"PHR J0938-5501",09:38:04.0,-55:01:44.04,13.0,12.5
2641,278.3-04.3,"PHR J0930-5716",09:30:49.0,-57:16:21.11,46.5,45.0
2642,279.0+00.6,"PHR J0957-5357",09:57:26.3,-53:57:08.89,37.0,32.0
2643,279.1-03.1,"VBRC 3",09:40:52.5,-56:57:59.94,57.6,
2644,279.2+03.1,"MPA J1008-5202",10:08:30.4,-52:02:15.54,13.0,13.0
2645,279.2+03.5,"PHR J1010-5146",10:10:04.1,-51:46:48.14,29.0,29.0
2646,279.6+02.2,"PHR J1007-5304",10:07:12.2,-53:04:44.90,40.0,33.0
2649,281.3-07.1,"PHR J0933-6121",09:33:03.2,-61:21:17.96,42.0,39.0
2650,282.5-02.1,"PHR J1005-5816",10:05:49.7,-58:16:28.96,18.5,18.0
2651,283.4+01.1,"PHR J1024-5600",10:24:33.8,-56:00:32.04,33.5,33.0
2654,283.7-05.1,"PHR J0958-6126",09:58:32.3,-61:26:39.98,27.0,21.0
2655,284.0-03.2,"PHR J1009-6000",10:09:58.1,-60:00:15.84,49.0,33.0
2656,284.0-04.7,"BMP J1003-6114",10:03:03.3,-61:14:27.89,71.0,61.0
2657,284.2-05.3,"PHR J1001-6152",10:01:18.77,-61:52:03.9,79.0,79.0
2658,284.4+07.8,"PHR J1052-5042",10:52:26.7,-50:42:00.97,90.3,
2660,284.6-04.5,"PHR J1007-6124",10:07:51.3,-61:24:24.05,26.0,24.0
2661,285.5-03.3,"BRAN 303",10:19:27.6,-60:59:10.03,57.0,35.0
2662,285.8-03.5,"PHR J1021-6120",10:21:01.1,-61:20:18.89,39.5,35.0
2663,286.1-02.0,"MPA J1029-6014",10:29:07.58,-60:14:03.4,85.0,54.0
2664,286.3-03.1,"PHR J1025-6115",10:25:46.3,-61:15:23.08,66.0,32.0
2665,286.3-00.7,"PHR J1036-5909",10:36:09.2,-59:09:19.94,50.0,33.5
2666,286.5+03.1,"PHR J1050-5547",10:50:52.1,-55:48:23.40,72.0,0.0
2670,288.4-01.8,"PHR J1046-6109",10:46:50.92,-61:09:20.4,56.5,45.0
2671,288.7+00.8,"PHR J1058-5853",10:58:02.9,-58:53:33.83,28.0,26.0
2673,289.2+00.1,"PHR J1059-5944",10:59:42.1,-59:44:42.61,28.0,25.0
2674,289.3-04.0,"PHR J1044-6332",10:44:44.6,-63:32:29.04,20.5,19.0
2677,289.5-00.8,"PHR J1058-6042",10:58:36.1,-60:42:48.20,29.0,19.5
2678,289.6-02.1,"PHR J1054-6200",10:54:36.4,-62:00:14.83,48.0,0.0
2680,289.8+00.5,"BMP J1104-5937",11:04:48.8,-59:37:12.61,70.0,50.0
2681,289.8+01.3,"PHR J1107-5855",11:07:40.3,-58:55:10.92,69.0,39.0
2683,289.8+01.2,"PHR J1107-5857",11:07:40.6,-58:57:11.16,45.0,41.0
2684,290.1+00.7,"PHR J1108-5934",11:08:01.0,-59:34:30.00,14.0,12.0
2686,290.2+02.1,"PHR J1112-5817",11:12:38.9,-58:17:11.40,20.0,16.0
2687,290.7-01.7,"PHR J1104-6200",11:04:28.3,-62:00:25.88,67.0,53.0
2689,291.3+08.4,"PHR J1134-5243",11:34:38.6,-52:43:33.06,42.0,36.0
2690,291.3+03.7,"PHR J1124-5711",11:24:50.9,-57:11:09.96,80.0,75.0
2693,291.6+00.8,"PHR J1119-6002",11:19:10.8,-60:02:04.96,27.0,29.0
2694,291.9-04.0,"PHR J1105-6436",11:05:56.5,-64:36:27.04,45.6,
2696,292.3+00.5,"PHR J1123-6030",11:23:51.1,-60:30:50.00,42.0,28.0
2698,292.5+00.9,PHR1125-6014,11:25:42.72,-60:14:33.1,38.0,34.0
2701,292.6-00.1,"PHR J1123-6116",11:23:59.0,-61:16:15.10,47.0,42.0
2702,292.8+00.6,"PHR J1127-6033",11:27:47.5,-60:33:36.97,98.0,70.0
2703,292.9+01.0,"PHR J1129-6012",11:29:50.4,-60:12:08.03,20.0,18.0
2706,293.4+00.1,"PHR J1130-6114",11:30:58.9,-61:14:51.04,14.0,14.0
2707,294.2+01.3,"PHR J1140-6022",11:40:36.8,-60:22:10.16,40.0,22.0
2710,294.7-02.4,"MPA J1135-6406",11:35:46.4,-64:06:18.76,12.0,10.0
2712,295.5-03.0,"PHR J1140-6454",11:40:44.1,-64:54:58.90,25.0,23.0
2713,295.6-01.5,"BMP J1145-6328",11:45:09.4,-63:28:53.65,11.0,9.0
2716,296.2-00.4,"PHR J1152-6234",11:52:55.7,-62:34:10.09,27.0,24.0
2717,296.3+03.1,"KFR 1",12:00:16.3,-59:04:43.86,98.0,83.0
2718,296.5+02.7,PHR1200-5929,12:00:35.9,-59:29:48.91,23.0,22.0
2720,296.8-00.9,"PHR J1157-6312",11:57:03.2,-63:12:43.85,15.0,13.0
2721,296.8+04.5,"PHR J1205-5746",12:05:51.5,-57:46:25.90,20.0,14.0
2722,297.0-04.9,"PHR J1150-6704",11:50:27.6,-67:04:57.07,59.0,35.0
2723,297.0+06.5,"BMP J1209-5553",12:09:29.2,-55:53:33.76,21.0,11.0
2724,297.0+01.1,"PHR J1202-6112",12:02:18.0,-61:12:45.29,14.0,13.0
2725,297.5+01.0,"PHR J1206-6122",12:06:25.5,-61:22:44.08,12.0,11.0
2726,297.6-01.6,"PHR J1203-6403",12:03:12.4,-64:03:41.04,15.0,12.0
2727,297.8+05.5,"PHR J1214-5656",12:14:19.0,-56:56:08.02,50.0,44.0
2728,298.2+01.8,"PHR J1212-6043",12:12:48.4,-60:43:15.89,11.0,11.0
2729,298.2-03.5,"PHR J1205-6600",12:05:37.7,-66:00:20.88,27.0,26.0
2730,298.6+01.9,"PHR J1216-6039",12:16:09.1,-60:39:32.00,12.8,
2731,298.6-01.5,"PHR J1212-6407",12:12:28.0,-64:07:11.06,31.0,29.0
2733,298.7-01.1,"PHR J1213-6344",12:13:46.4,-63:44:58.96,16.0,16.0
2734,299.0+03.5,"PHR J1221-5907",12:21:00.7,-59:07:32.99,52.0,37.0
2735,299.0-02.3,"PHR J1214-6454",12:14:59.8,-64:54:36.36,18.0,11.0
2736,299.1-00.1,"PHR J1218-6245",12:18:00.9,-62:45:38.12,42.0,31.0
2737,299.1-08.4,"MPA J1205-7101",12:05:39.9,-71:01:56.57,13.0,13.0
2738,299.2-04.1,"PHR J1213-6643",12:13:35.8,-66:43:12.68,24.0,21.0
2740,299.3-02.0,"PHR J1217-6443",12:17:53.1,-64:43:27.08,44.0,36.0
2741,299.3-01.1,"PHR J1219-6347",12:19:08.2,-63:47:01.14,18.8,
2742,299.5+02.3,"PHR J1224-6023",12:24:14.3,-60:23:32.89,76.0,75.0
2744,299.7+00.1,"PHR J1223-6236",12:23:57.9,-62:36:21.89,48.0,43.0
2745,300.1+04.1,"BMP J1229-5839",12:29:57.6,-58:39:06.23,28.0,18.0
2746,300.4-04.0,"PHR J1226-6649",12:26:38.56,-66:49:49,13.0,10.0
2747,300.7+04.0,"PHR J1234-5843",12:34:52.2,-58:43:22.15,13.5,
2748,301.0+06.1,"PHR J1237-5640",12:37:32.9,-56:40:45.95,27.0,24.0
2750,301.2-04.0,"PHR J1234-6651",12:34:16.4,-66:51:49.14,13.0,12.0
2751,301.3+09.0,"MPA J1240-5347",12:40:44.3,-53:47:26.20,11.0,7.0
2756,302.2-03.1,"PHR J1244-6601",12:44:59.5,-66:01:02.06,22.0,21.0
2758,302.3-00.5,"WRAY 17-56",12:46:26.9,-63:24:28.1,24.3,
2760,302.7-00.9,"PHR J1250-6346",12:50:04.4,-63:46:52.14,83.0,74.0
2762,303.1+01.3,"PHR J1252-6130",12:52:58.4,-61:30:06.12,90.0,75.0
2764,303.6+01.9,"PHR J1257-6052",12:57:09.6,-60:52:36.6,24.0,17.5
2765,303.6+00.5,"PHR J1257-6216",12:57:51.3,-62:16:12.18,15.7,
2766,304.1+06.4,"PHR J1300-5621",13:00:21.2,-56:21:38.41,33.0,21.5
2767,304.5+02.4,"PHR J1304-6024",13:04:13.3,-60:24:57.10,63.0,25.0
2768,304.7-02.1,"PHR J1309-6457",13:09:01.7,-64:57:17.82,75.0,50.0
2770,305.1-03.8,"PHR J1313-6639",13:13:20.6,-66:39:43.5,44.0,20.0
2771,305.3+03.0,"Wray 17-58",13:10:19.6,-59:45:10.55,20.0,15.0
2772,305.3-03.1,"PHR J1315-6555",13:15:18.7,-65:55:01.8,11.2,10.5
2775,305.9+04.6,"PHR J1314-5806",13:14:04.2,-58:06:29.02,28.0,27.0
2776,305.9-01.2,"PHR J1318-6358",13:18:50.6,-63:58:54.05,26.5,15.0
2778,306.4-00.8,"BMP J1322-6330",13:22:55.4,-63:30:33.98,13.0,9.0
2779,306.4-02.1,"PHR J1324-6448",13:24:32.2,-64:48:13.00,18.0,13.0
2780,306.4-01.6,"PHR J1324-6418",13:24:11.7,-64:18:11.20,86.0,83.0
2784,307.0-06.6,"PHR J1337-6908",13:37:14.2,-69:08:14.14,42.0,20.0
2786,307.1+01.5,"PHR J1326-6103",13:26:21.7,-61:03:07.99,33.0,29.0
2787,307.2-05.3,"MPA J1337-6751",13:37:22.4,-67:51:06.88,86.0,86.0
2789,307.3-01.6,"PHR J1332-6412",13:32:05.62,-64:12:29.1,20.0,19.0
2791,307.4+00.6,"BMP J1329-6150",13:29:50.6,-61:50:37.86,87.0,72.0
2796,308.2+03.5,"PHR J1332-5851",13:32:14.0,-58:51:38.05,34.0,30.0
2797,308.2-02.1,"PHR J1341-6427",13:41:07.5,-64:27:54.07,15.1,
2798,308.3+02.1,"PHR J1335-6015",13:35:03.0,-60:15:46.01,33.0,32.0
2799,308.5+04.6,"PHR J1333-5744",13:33:30.7,-57:44:41.93,22.0,21.0
2800,308.5+02.5,"PHR J1336-5953",13:36:23.04,-59:53:24.4,13.0,11.0
2802,309.5+00.8,"PHR J1346-6116",13:46:38.2,-61:16:27.05,52.9,
2803,309.6-04.8,"MPA J1400-6647",14:00:37.0,-66:47:58.31,98.0,84.0
2806,310.1-03.7,"PHR J1402-6535",14:02:10.0,-65:35:34.01,24.0,21.0
2807,310.6+00.2,"PHR J1356-6139",13:56:44.8,-61:39:44.06,27.0,26.0
2809,311.2-02.7,"PHR J1409-6421",14:09:29.1,-64:21:55.98,23.8,
2810,311.4-03.4,"PHR J1413-6454",14:13:18.5,-64:54:11.4,31.0,19.0
2812,311.7+07.3,"PHR J1351-5429",13:51:46.4,-54:29:42.00,36.0,35.0
2813,311.7-00.9,"Wray 17-64",14:08:47.3,-62:29:57.88,61.4,
2814,312.0+04.1,"PHR J1359-5728",13:59:39.8,-57:28:49.04,14.0,12.0
2821,313.5+02.2,"PHR J1414-5857",14:14:40.9,-58:57:04.07,78.0,30.0
2824,313.9+01.4,"PHR J1420-5933",14:20:06.5,-59:33:54.14,31.0,27.0
2825,313.9+02.8,"PHR J1416-5809",14:16:37.68,-58:09:32.2,29.0,
2827,314.3-03.4,"PHR J1437-6356",14:37:47.9,-63:56:01.93,38.0,26.0
2831,314.8-03.6,"PHR J1443-6354",14:43:10.3,-63:54:45.83,27.0,25.0
2833,315.2-01.3,"PHR J1438-6140",14:38:18.1,-61:40:02.03,27.0,27.0
2835,315.7-04.2,"Wray 16-158",14:52:36.2,-64:02:22.02,12.0,12.0
2837,315.8-05.5,"PHR J1459-6511",14:59:18.1,-65:11:13.02,37.0,33.0
2838,315.9+00.3,"PHR J1437-5949",14:37:53.2,-59:49:25.03,103.0,63.0
2841,316.3-01.6,"PHR J1447-6127",14:47:37.8,-61:27:22.97,31.0,30.0
2844,316.7-05.8,"MPA J1508-6455",15:08:06.5,-64:55:48.79,13.5,10.5
2845,316.9-02.2,"PHR J1454-6146",14:54:03.4,-61:46:29.96,74.0,68.0
2846,316.9+04.1,"PHR J1433-5557",14:33:26.65,-55:57:18.8,38.8,
2847,316.9+01.8,"MPA J1440-5802",14:40:27.4,-58:02:18.96,12.0,11.0
2848,317.0-04.0,"PHR J1502-6315",15:02:41.1,-63:15:01.08,20.0,17.5
2850,317.3-03.8,"PHR J1503-6257",15:03:58.7,-62:57:42.91,84.0,67.0
2851,317.5+00.8,"PHR J1447-5838",14:47:41.8,-58:38:41.03,65.0,57.0
2852,317.8+05.2,"MPA J1436-5429",14:36:28.6,-54:29:55.21,12.0,11.0
2853,318.2+02.3,"PHR J1447-5703",14:47:10.0,-57:03:44.96,50.0,43.0
2854,318.2-02.3,"PHR J1504-6113",15:04:39.6,-61:13:11.06,18.0,14.0
2856,318.7+05.6,"PHR J1440-5350",14:40:42.5,-53:50:11.98,32.0,31.0
2857,318.8+01.8,"PHR J1453-5714",14:53:24.8,-57:14:48.98,28.0,22.0
2858,318.9+00.7,"PHR J1457-5812",14:57:35.7,-58:12:08.96,27.8,
2861,319.5-01.0,"PHR J1507-5925",15:07:50.45,-59:25:15.0,26.0,17.0
2863,319.8+04.3,"PHR J1451-5432",14:51:37.6,-54:32:26.20,44.0,42.0
2864,320.0+03.9,"PHR J1453-5448",14:53:41.0,-54:48:08.89,19.0,16.0
2865,320.1-02.7,"PHR J1519-6032",15:19:25.2,-60:32:38.00,12.0,10.0
2866,320.6-04.8,"PHR J1532-6203",15:32:59.3,-62:03:04.00,15.5,16.0
2867,320.7+04.2,"BMP J1457-5413",14:57:02.3,-54:13:58.22,41.0,37.0
2868,321.1-02.7,"PHR J1525-6002",15:25:55.4,-60:02:28.14,30.0,16.0
2870,321.2-03.5,PHR1529-6034,15:29:48.6,-60:34:51.92,35.0,25.0
2877,322.1-01.6,"PHR J1528-5831",15:28:07.3,-58:31:42.17,37.0,28.0
2878,322.2-00.4,"PP J1522-5729",15:22:58.9,-57:29:59.32,13.0,11.0
2880,322.4-00.1a,"MPA J1523-5710",15:23:22.5,-57:10:48.22,35.0,6.5
2881,322.5+01.5,"MPA J1517-5538",15:17:24.6,-55:38:22.49,20.0,11.0
2882,322.7+02.6,"PHR J1514-5436",15:14:34.4,-54:36:13.97,28.0,17.0
2886,323.5+01.1,"MPA J1525-5528",15:25:06.1,-55:28:22.30,13.8,
2888,323.7-04.8,"PHR J1552-6009",15:52:23.3,-60:09:17.17,17.0,13.0
2889,324.0-01.6,"PHR J1539-5727",15:39:34.79,-57:27:02.3,19.0,
2890,324.1-01.3,"MPA J1539-5709",15:39:10.6,-57:09:50.87,11.0,8.0
2892,324.4+03.8,"PHR J1520-5243",15:20:27.5,-52:43:24.82,53.0,53.0
2893,324.9+06.5,"BMP J1513-5010",15:13:58.2,-50:10:03.86,27.0,27.0
2895,325.4-01.0,"PHR J1544-5607",15:44:56.7,-56:07:07.03,13.5,10.0
2896,325.5-01.6,"PHR J1548-5629",15:48:21.3,-56:29:55.93,16.0,16.0
2897,325.6-02.1,"PHR J1551-5653",15:51:20.3,-56:53:51.07,25.5,23.0
2899,325.7+02.2,"BMP J1533-5319",15:33:20.6,-53:19:00.77,33.0,9.0
2901,325.9+09.4,"BMP J1509-4707",15:09:44.4,-47:07:07.32,16.0,12.0
2902,325.9-01.7,"vBe 2",15:51:18.9,-56:21:20.02,66.0,36.0
2903,326.0-02.4,"FP J1554-5651",15:54:50.99,-56:51:57.9,62.0,52.0
2905,326.5-03.4,"PHR J1602-5714",16:02:27.5,-57:14:08.23,24.0,20.0
2906,326.6+05.7,"BMP J1525-4957",15:25:14.1,-49:57:40.61,23.0,21.0
2908,327.1+01.9,"PM 1-99",15:41:29.5,-52:43:48.72,12.0,10.0
2909,327.1-09.2,"PHR J1637-6059",16:37:41.9,-60:59:00.06,19.0,17.0
2910,327.1-02.0,"MPA J1559-5552",15:59:11.1,-55:52:17.98,15.0,9.0
2911,327.2-02.5,"MPA J1601-5608",16:01:47.6,-56:08:25.58,12.0,9.0
2912,327.3-02.5,"MPA J1602-5603a",16:02:07.1,-56:03:42.55,17.0,17.0
